ObjectID,district_id,state,district_name,longitude,latitude,new_student_cases,cumulative_student_cases,new_staff_cases,cumulative_staff_cases,other_new,other_cumulative,total_all,Link
12511,5303210,WA,Granite Falls School District,-121.963502,48.084713,,,,,,,0,
12512,5303240,WA,Grapeview School District,-122.919505,47.321076,,,,,,,0,
12513,5303270,WA,Great Northern School District,-117.518199,47.686658,,,,,,,0,
12514,5303300,WA,Green Mountain School District,-122.53909,45.948439,,,,,,,0,
12515,5303330,WA,Griffin School District,-123.018982,47.080561,,,,,,,0,
12516,5303360,WA,Harrington School District,-118.25514,47.480795,,,,,,,0,
12517,5303510,WA,Highland School District,-120.713895,46.67108,,,,,,,0,
12518,5303540,WA,Highline School District,-122.337444,47.462834,,,,,,,0,
12519,5303570,WA,Hockinson School District,-122.488777,45.737656,,,,,,,0,
12520,5303600,WA,Hood Canal School District,-123.159979,47.333293,,,,,,,0,
12521,5303660,WA,Hoquiam School District,-123.907015,46.983733,,,,,,,0,
12522,5300002,WA,Inchelium School District,-118.200075,48.30107,,,,,,,0,
12523,5303720,WA,Index Elementary School District 63,-121.554165,47.82012,,,,,,,0,
12524,5303750,WA,Issaquah School District,-122.047639,47.554412,,,,,,,0,
12525,5303780,WA,Kahlotus School District,-118.5552,46.642215,,,,,,,0,
12526,5303810,WA,Kalama School District,-122.838211,46.007527,,,,,,,0,
12527,5303870,WA,Keller School District,-118.684678,48.078728,,,,,,,0,
12528,5300003,WA,Kelso School District,-122.906295,46.147117,,,,,,,0,
12529,5303930,WA,Kennewick School District,-119.13383,46.205767,,,,,,,0,
12530,5303960,WA,Kent School District,-122.17937,47.372423,,,,,,,0,
12531,5303990,WA,Kettle Falls School District,-118.056575,48.604475,,,,,,,0,
12532,5304020,WA,Kiona-Benton City School District,-119.490873,46.263939,,,,,,,0,
12533,5304050,WA,Kittitas School District,-120.419015,46.98568,,,,,,,0,
12534,5304080,WA,Klickitat School District,-121.079095,45.835201,,,,,,,0,
12535,5304170,WA,La Center School District,-122.663,45.86253,,,,,,,0,
12536,5304110,WA,La Conner School District,-122.51311,48.3954,,,,,,,0,
12537,5304150,WA,LaCrosse School District,-117.875518,46.814277,,,,,,,0,
12538,5301200,WA,Lake Chelan School District,-120.0168,47.8408,,,,,,,0,
12539,5307050,WA,Lake Quinault School District,-123.925275,47.471077,,,,,,,0,
12540,5304200,WA,Lake Stevens School District,-122.064259,48.017556,,,,,,,0,
12541,5304230,WA,Lake Washington School District,-122.09701,47.67061,,,,,,,0,
12542,5304260,WA,Lakewood School District,-122.20693,48.15192,,,,,,,0,
12543,5304290,WA,Lamont School District,-117.902225,47.204619,,,,,,,0,
12544,5304380,WA,Liberty School District,-117.320058,47.380673,,,,,,,0,
12545,5304410,WA,Lind School District,-118.616395,46.97191,,,,,,,0,
12546,5304470,WA,Longview School District,-122.955595,46.142094,,,,,,,0,
12547,5304500,WA,Loon Lake School District,-117.630548,48.062616,,,,,,,0,
12548,5304530,WA,Lopez School District,-122.89729,48.492436,,,,,,,0,
12549,5304590,WA,Lyle School District,-121.283722,45.694748,,,,,,,0,
12550,5304620,WA,Lynden School District,-122.427624,48.953179,,,,,,,0,
12551,5304650,WA,Mabton School District,-119.996825,46.21362,,,,,,,0,
12552,5304710,WA,Mansfield School District,-119.397324,47.919395,,,,,,,0,
12553,5304740,WA,Manson School District,-120.1512,47.88223,,,,,,,0,
12104,5304800,WA,Mary M Knight School District,-123.432964,47.199519,,,,,,,0,
12106,5304830,WA,Mary Walker School District,-117.746397,48.059449,,,,,,,0,
12108,5304860,WA,Marysville School District,-122.173361,48.068349,,,,,,,0,
12110,5304890,WA,McCleary School District,-123.265342,47.049694,,,,,,,0,
12113,5304920,WA,Mead School District,-117.37573,47.773277,,,,,,,0,
12116,5304950,WA,Medical Lake School District,-117.6773,47.573335,,,,,,,0,
12119,5304980,WA,Mercer Island School District,-122.223323,47.571283,,,,,,,0,
12123,5305010,WA,Meridian School District,-122.492253,48.855184,,,,,,,0,
12126,5305020,WA,Methow Valley School District,-120.16811,48.439327,,,,,,,0,
12129,5305040,WA,Mill A School District,-121.648721,45.757943,,,,,,,0,
12136,5305130,WA,Monroe School District,-121.968706,47.854883,,,,,,,0,
12142,5305160,WA,Montesano School District,-123.595231,46.982725,,,,,,,0,
12148,5305190,WA,Morton School District,-122.27838,46.556285,,,,,,,0,
12154,5305220,WA,Moses Lake School District,-119.25847,47.111686,,,,,,,0,
12160,5305250,WA,Mossyrock School District,-122.48804,46.52925,,,,,,,0,
12166,5305280,WA,Mount Adams School District,-120.732761,46.382648,,,,,,,0,
12174,5305310,WA,Mount Baker School District,-122.22274,48.825015,,,,,,,0,
12180,5305340,WA,Mount Pleasant School District,-122.23083,45.563477,,,,,,,0,
12186,5305400,WA,Mount Vernon School District,-122.328836,48.42459,,,,,,,0,
12195,5305430,WA,Mukilteo School District,-122.245674,47.91281,,,,,,,0,
12204,5305460,WA,Naches Valley School District,-120.69484,46.72875,,,,,,,0,
12213,5305490,WA,Napavine School District,-122.906034,46.575448,,,,,,,0,
12214,5305520,WA,Naselle-Grays River Valley School District,-123.80195,46.375977,,,,,,,0,
12215,5305550,WA,Nespelem School District #14,-118.976655,48.166365,,,,,,,0,
12216,5305610,WA,Newport School District,-117.049135,48.181095,,,,,,,0,
12217,5305640,WA,Nine Mile Falls School District,-117.552747,47.780488,,,,,,,0,
12218,5305670,WA,Nooksack Valley School District,-122.3067,48.96378,,,,,,,0,
12219,5305700,WA,North Beach School District No. 64,-124.16181,47.00938,,,,,,,0,
12220,5305730,WA,North Franklin School District,-118.860645,46.660455,,,,,,,0,
12221,5305760,WA,North Kitsap School District,-122.627061,47.729905,,,,,,,0,
12222,5305790,WA,North Mason School District,-122.841382,47.413947,,,,,,,0,
12223,5305820,WA,North River School District,-123.484619,46.775147,,,,,,,0,
12224,5305850,WA,North Thurston Public Schools,-122.824077,47.050955,,,,,,,0,
12225,5305880,WA,Northport School District,-117.788672,48.912423,,,,,,,0,
12226,5305910,WA,Northshore School District,-122.189872,47.776955,,,,,,,0,
12227,5305940,WA,Oak Harbor School District,-122.657749,48.29588,,,,,,,0,
12228,5305970,WA,Oakesdale School District,-117.24565,47.129615,,,,,,,0,
12229,5306000,WA,Oakville School District,-123.232855,46.841075,,,,,,,0,
12230,5306060,WA,Ocean Beach School District,-124.05412,46.3466,,,,,,,0,
12231,5306090,WA,Ocosta School District,-124.101208,46.862281,,,,,,,0,
12232,5306120,WA,Odessa School District,-118.689355,47.331045,,,,,,,0,
12233,5300318,WA,Office of the Governor (Sch for Blind),-122.648156,45.631989,,,,,,,0,
12234,5306150,WA,Okanogan School District,-119.58614,48.36344,,,,,,,0,
12235,5306180,WA,Olympia School District,-122.884663,47.046467,,,,,,,0,
12236,5306220,WA,Omak School District,-119.53797,48.41167,,,,,,,0,
12237,5306240,WA,Onalaska School District,-122.71957,46.58173,,,,,,,0,
12238,5306270,WA,Onion Creek School District,-117.808737,48.783369,,,,,,,0,
12239,5306300,WA,Orcas Island School District,-122.903674,48.698517,,,,,,,0,
12240,5306330,WA,Orchard Prairie School District,-117.314922,47.728365,,,,,,,0,
12241,5306360,WA,Orient School District,-118.205488,48.868038,,,,,,,0,
12242,5306390,WA,Orondo School District,-120.21649,47.640318,,,,,,,0,
12243,5306420,WA,Oroville School District,-119.439602,48.932798,,,,,,,0,
12244,5306450,WA,Orting School District,-122.206582,47.100452,,,,,,,0,
12245,5306480,WA,Othello School District,-119.17396,46.81407,,,,,,,0,
12246,5306510,WA,Palisades School District,-119.91655,47.416531,,,,,,,0,
12247,5306540,WA,Palouse School District,-117.07137,46.912257,,,,,,,0,
12248,5306570,WA,Pasco School District,-119.104051,46.227888,,,,,,,0,
12249,5306600,WA,Pateros School District,-119.90328,48.051355,,,,,,,0,
12250,5306630,WA,Paterson School District,-119.6031,45.9378,,,,,,,0,
12251,5306660,WA,Pe Ell School District,-123.30017,46.56783,,,,,,,0,
12252,5306690,WA,Peninsula School District,-122.620573,47.385764,,,,,,,0,
12253,5306750,WA,Pioneer School District,-123.00216,47.258857,,,,,,,0,
12254,5306780,WA,Pomeroy School District,-117.60089,46.473565,,,,,,,0,
12255,5306820,WA,Port Angeles School District,-123.455969,48.118734,,,,,,,0,
12256,5306840,WA,Port Townsend School District,-122.768791,48.116497,,,,,,,0,
12257,5306870,WA,Prescott School District,-118.31454,46.2996,,,,,,,0,
12258,5306900,WA,Prosser School District,-119.770732,46.211728,,,,,,,0,
12259,5306930,WA,Pullman School District,-117.181723,46.724395,,,,,,,0,
12260,5306960,WA,Puyallup School District,-122.29254,47.18941,,,,,,,0,
12261,5301380,WA,Queets-Clearwater School District,-124.252329,47.539226,,,,,,,0,
12262,5306990,WA,Quilcene School District,-122.875651,47.823013,,,,,,,0,
12263,5307020,WA,Quillayute Valley School District,-124.384279,47.946479,,,,,,,0,
12264,5307080,WA,Quincy School District,-119.85536,47.230337,,,,,,,0,
12265,5307110,WA,Rainier School District,-122.69002,46.890175,,,,,,,0,
12266,5307140,WA,Raymond School District,-123.725802,46.685542,,,,,,,0,
12267,5307210,WA,Reardan-Edwall School District,-117.877905,47.667915,,,,,,,0,
12268,5307230,WA,Renton School District,-122.220765,47.473774,,,,,,,0,
12269,5307260,WA,Republic School District,-118.710674,48.650319,,,,,,,0,
12270,5307320,WA,Richland School District,-119.295071,46.27356,,,,,,,0,
12271,5307350,WA,Ridgefield School District,-122.742346,45.817979,,,,,,,0,
12272,5307380,WA,Ritzville School District,-118.36785,47.125543,,,,,,,0,
12273,5307440,WA,Riverside School District,-117.349623,47.969027,,,,,,,0,
12274,5304560,WA,Riverview School District,-121.981075,47.737796,,,,,,,0,
12275,5307470,WA,Rochester School District,-123.096349,46.821847,,,,,,,0,
12276,5307530,WA,Roosevelt School District,-120.21683,45.74239,,,,,,,0,
12277,5307560,WA,Rosalia School District,-117.368811,47.231502,,,,,,,0,
12278,5307620,WA,Royal School District,-119.63085,46.89663,,,,,,,0,
12279,5307650,WA,San Juan Island School District,-123.02197,48.531647,,,,,,,0,
12280,5307680,WA,Satsop School District,-123.483695,47.000035,,,,,,,0,
12281,5307710,WA,Seattle School District No. 1,-122.329,47.58147,,,,,,,0,
12282,5307740,WA,Sedro-Woolley School District,-122.25285,48.504344,,,,,,,0,
12283,5307770,WA,Selah School District,-120.534307,46.653143,,,,,,,0,
12284,5307800,WA,Selkirk School District,-117.367447,48.863138,,,,,,,0,
12285,5307830,WA,Sequim School District,-123.102361,48.084751,,,,,,,0,
12286,5307860,WA,Shaw Island School District,-122.963122,48.584536,,,,,,,0,
12287,5307900,WA,Shelton School District,-123.101041,47.207843,,,,,,,0,
12288,5307920,WA,Shoreline School District,-122.329602,47.764104,,,,,,,0,
12289,5307950,WA,Skamania School District,-122.049571,45.617458,,,,,,,0,
12290,5307980,WA,Skykomish School District,-121.360464,47.707424,,,,,,,0,
12291,5308020,WA,Snohomish School District,-122.100276,47.931299,,,,,,,0,
12102,5308040,WA,Snoqualmie Valley School District,-121.87405,47.534555,,,,,,,0,
12124,5308070,WA,Soap Lake School District,-119.498198,47.384437,,,,,,,0,
12133,5308100,WA,South Bend School District,-123.95504,46.618825,,,,,,,0,
12176,5308160,WA,South Kitsap School District,-122.626858,47.523075,,,,,,,0,
12187,5308190,WA,South Whidbey School District,-122.411286,48.007923,,,,,,,0,
12196,5308220,WA,Southside School District,-123.05486,47.199528,,,,,,,0,
12205,5308250,WA,Spokane School District,-117.415966,47.659382,,,,,,,0,
12298,5308280,WA,Sprague School District,-117.97788,47.29733,,,,,,,0,
12303,5308310,WA,St. John School District,-117.585663,47.088095,,,,,,,0,
12311,5308340,WA,Stanwood-Camano School District,-122.345236,48.241083,,,,,,,0,
12320,5308370,WA,Star School District No. 054,-119.1512,46.592392,,,,,,,0,
12329,5308400,WA,Starbuck School District,-118.127585,46.519665,,,,,,,0,
12337,5308430,WA,Stehekin School District,-120.735262,48.355413,,,,,,,0,
12345,5308460,WA,Steilacoom Hist. School District,-122.598559,47.168803,,,,,,,0,
12353,5308490,WA,Steptoe School District,-117.35615,47.00618,,,,,,,0,
12354,5308520,WA,Stevenson-Carson School District,-121.884939,45.698085,,,,,,,0,
12355,5308550,WA,Sultan School District,-121.816387,47.866401,,,,,,,0,
12356,5308580,WA,Summit Valley School District,-117.976794,48.306607,,,,,,,0,
12357,5308610,WA,Sumner School District,-122.237389,47.204893,,,,,,,0,
12358,5308670,WA,Sunnyside School District,-120.010764,46.317407,,,,,,,0,
12359,5300328,WA,Suquamish Tribal Education Department,-122.602699,47.710897,,,,,,,0,
12360,5308700,WA,Tacoma School District,-122.43715,47.253,,,,,,,0,
12361,5308730,WA,Taholah School District,-124.190606,47.254401,,,,,,,0,
12362,5308760,WA,Tahoma School District,-122.02203,47.371018,,,,,,,0,
12363,5308790,WA,Tekoa School District,-117.071775,47.22265,,,,,,,0,
12364,5308820,WA,Tenino School District,-122.86142,46.82947,,,,,,,0,
12365,5308850,WA,Thorp School District,-120.673267,47.067819,,,,,,,0,
12366,5308910,WA,Toledo School District,-122.84571,46.440635,,,,,,,0,
12367,5308940,WA,Tonasket School District,-119.433829,48.699806,,,,,,,0,
12368,5308970,WA,Toppenish School District,-120.315553,46.373754,,,,,,,0,
12369,5309000,WA,Touchet School District,-118.6695,46.04291,,,,,,,0,
12370,5309030,WA,Toutle Lake School District,-122.740286,46.323247,,,,,,,0,
12371,5309060,WA,Trout Lake School District,-121.52474,45.9953,,,,,,,0,
12372,5308130,WA,Tukwila School District,-122.274018,47.474114,,,,,,,0,
12373,5309100,WA,Tumwater School District,-122.912185,47.007246,,,,,,,0,
12374,5309150,WA,Union Gap School District,-120.479397,46.55631,,,,,,,0,
12375,5309180,WA,University Place School District,-122.551662,47.223928,,,,,,,0,
12376,5309240,WA,Valley School District,-117.719626,48.171863,,,,,,,0,
12377,5309270,WA,Vancouver School District,-122.6286,45.64265,,,,,,,0,
12378,5309300,WA,Vashon Island School District,-122.464152,47.501935,,,,,,,0,
12379,5309330,WA,Wahkiakum School District,-123.378998,46.202785,,,,,,,0,
12380,5309360,WA,Wahluke School District,-119.915563,46.681323,,,,,,,0,
12381,5309390,WA,Waitsburg School District,-118.153255,46.26834,,,,,,,0,
12382,5309450,WA,Walla Walla Public Schools,-118.329171,46.065458,,,,,,,0,
12383,5309480,WA,Wapato School District,-120.42145,46.446155,,,,,,,0,
12384,5309510,WA,Warden School District,-119.043667,46.962773,,,,,,,0,
12385,5300015,WA,Washington Center for Deaf and Hard of Hearing Youth,-122.640603,45.625012,,,,,,,0,
12386,5309540,WA,Washougal School District,-122.317017,45.57507,,,,,,,0,
12387,5309570,WA,Washtucna School District,-118.31001,46.752367,,,,,,,0,
12388,5309600,WA,Waterville School District,-120.071735,47.64645,,,,,,,0,
12389,5309630,WA,Wellpinit School District #49,-117.98965,47.8947,,,,,,,0,
12390,5309660,WA,Wenatchee School District,-120.32664,47.42761,,,,,,,0,
12391,5309690,WA,West Valley School District (Spokane),-117.28281,47.68315,,,,,,,0,
12392,5309720,WA,West Valley School District (Yakima),-120.609262,46.578754,,,,,,,0,
12393,5309750,WA,White Pass School District,-121.92464,46.53867,,,,,,,0,
12394,5309780,WA,White River School District,-122.04046,47.15896,,,,,,,0,
12395,5309810,WA,White Salmon Valley School District,-121.48343,45.729765,,,,,,,0,
12396,5309840,WA,Wilbur School District,-118.70009,47.77245,,,,,,,0,
12397,5309870,WA,Willapa Valley School District,-123.64994,46.62576,,,,,,,0,
12398,5309900,WA,Wilson Creek School District,-119.12316,47.42348,,,,,,,0,
12399,5309930,WA,Winlock School District,-122.939631,46.493253,,,,,,,0,
12400,5309990,WA,Wishkah Valley School District,-123.770612,47.118093,,,,,,,0,
12401,5310020,WA,Wishram School District,-120.964471,45.661431,,,,,,,0,
12402,5310050,WA,Woodland School District,-122.749978,45.90315,,,,,,,0,
12403,5310110,WA,Yakima School District,-120.515099,46.602376,,,,,,,0,
12404,5310140,WA,Yelm School District,-122.610745,46.94155,,,,,,,0,
12405,5310170,WA,Zillah School District,-120.265071,46.40654,,,,,,,0,
12406,5500030,WI,Abbotsford School District,-90.331921,44.949244,,,,,,,0,
12407,5500060,WI,Adams-Friendship Area School District,-89.820059,43.967777,,,,,,,0,
12408,5500120,WI,Albany School District,-89.43651,42.70639,,,,,,,0,
12409,5500150,WI,Algoma School District,-87.444262,44.597364,,,,,,,0,
12410,5500210,WI,Alma Center School District,-90.909535,44.437734,,,,,,,0,
12411,5500180,WI,Alma School District,-91.942003,44.361086,,,,,,,0,
12412,5500240,WI,Almond-Bancroft School District,-89.413123,44.259947,,,,,,,0,
12413,5500270,WI,Altoona School District,-91.433235,44.802855,,,,,,,0,
12414,5500300,WI,Amery School District,-92.351908,45.301374,,,,,,,0,
12415,5500360,WI,Antigo Unified School District,-89.158918,45.132175,,,,,,,0,
12416,5500390,WI,Appleton Area School District,-88.42457,44.2642,,,,,,,0,
12417,5500420,WI,Arcadia School District,-91.488815,44.242542,,,,,,,0,
12418,5500450,WI,Argyle School District,-89.867455,42.70122,,,,,,,0,
12419,5506180,WI,Arrowhead UHS School District,-88.346657,43.113542,,,,,,,0,
12420,5500510,WI,Ashland School District,-90.885569,46.569619,,,,,,,0,
12421,5500540,WI,Ashwaubenon School District,-88.084502,44.47503,,,,,,,0,
12422,5500570,WI,Athens School District,-90.084009,45.030059,,,,,,,0,
12423,5500600,WI,Auburndale School District,-90.008565,44.627255,,,,,,,0,
12424,5500630,WI,Augusta School District,-91.137987,44.683865,,,,,,,0,
12425,5500720,WI,Baldwin-Woodville Area School District,-92.368679,44.968252,,,,,,,0,
12426,5500780,WI,Bangor School District,-90.993485,43.89237,,,,,,,0,
12427,5500810,WI,Baraboo School District,-89.766241,43.474453,,,,,,,0,
12428,5500840,WI,Barneveld School District,-89.89623,43.0133,,,,,,,0,
12429,5500870,WI,Barron Area School District,-91.85982,45.404142,,,,,,,0,
12430,5500900,WI,Bayfield School District,-90.819691,46.814859,,,,,,,0,
12431,5500960,WI,Beaver Dam Unified School District,-88.820913,43.465781,,,,,,,0,
12432,5511550,WI,Beecher-Dunbar-Pembine School District,-87.99327,45.63253,,,,,,,0,
12433,5500990,WI,Belleville School District,-89.543707,42.858844,,,,,,,0,
12434,5501020,WI,Belmont Community School District,-90.334615,42.738615,,,,,,,0,
12435,5501050,WI,Beloit School District,-89.01895,42.51915,,,,,,,0,
12436,5501080,WI,Beloit Turner School District,-89.018929,42.554072,,,,,,,0,
12437,5501110,WI,Benton School District,-90.383509,42.570917,,,,,,,0,
12438,5501140,WI,Berlin Area School District,-88.938351,43.973858,,,,,,,0,
12103,5515480,WI,Big Foot UHS School District,-88.59551,42.530545,,,,,,,0,
12130,5501170,WI,Birchwood School District,-91.552957,45.654412,,,,,,,0,
12137,5505730,WI,Black Hawk School District,-89.87604,42.568978,,,,,,,0,
12143,5501260,WI,Black River Falls School District,-90.852169,44.297372,,,,,,,0,
12149,5500016,WI,Blair-Taylor School District,-91.23171,44.295025,,,,,,,0,
12155,5501350,WI,Bloomer School District,-91.48963,45.099711,,,,,,,0,
12161,5501470,WI,Bonduel School District,-88.444193,44.73906,,,,,,,0,
12167,5501500,WI,Boscobel Area School District,-90.702495,43.134233,,,,,,,0,
12183,5501560,WI,Bowler School District,-88.981589,44.85896,,,,,,,0,
12185,5501590,WI,Boyceville Community School District,-92.038204,45.045577,,,,,,,0,
12194,5501650,WI,Brighton #1 School District,-88.111887,42.640443,,,,,,,0,
12203,5501680,WI,Brillion School District,-88.064278,44.175123,,,,,,,0,
12212,5501710,WI,Bristol #1 School District,-88.052436,42.557263,,,,,,,0,
12297,5501740,WI,Brodhead School District,-89.381707,42.605829,,,,,,,0,
12306,5501800,WI,Brown Deer School District,-87.984742,43.166996,,,,,,,0,
12313,5501830,WI,Bruce School District,-91.273685,45.459063,,,,,,,0,
12315,5501890,WI,Burlington Area School District,-88.276168,42.676475,,,,,,,0,
12324,5501920,WI,Butternut School District,-90.49618,46.014475,,,,,,,0,
12332,5502040,WI,Cadott Community School District,-91.148346,44.949228,,,,,,,0,
12340,5502070,WI,Cambria-Friesland School District,-89.102411,43.543202,,,,,,,0,
12348,5502100,WI,Cambridge School District,-89.009845,43.004708,,,,,,,0,
12444,5502130,WI,Cameron School District,-91.7405,45.41089,,,,,,,0,
12449,5502160,WI,Campbellsport School District,-88.28768,43.601926,,,,,,,0,
12455,5502340,WI,Cashton School District,-90.780356,43.741556,,,,,,,0,
12460,5502400,WI,Cassville School District,-90.983876,42.710803,,,,,,,0,
12467,5502430,WI,Cedar Grove-Belgium Area School District,-87.825477,43.575542,,,,,,,0,
12557,5502460,WI,Cedarburg School District,-87.994677,43.297832,,,,,,,0,
12565,5513290,WI,Central/Westosha UHS School District,-88.105436,42.573691,,,,,,,0,
12576,5500058,WI,Chequamegon School District,-90.454331,45.945937,,,,,,,0,
12580,5500061,WI,Chetek-Weyerhaeuser Area School District,-91.65451,45.317195,,,,,,,0,
12585,5502520,WI,Chilton School District,-88.175923,44.024081,,,,,,,0,
12590,5502550,WI,Chippewa Falls Area Unified School District,-91.40994,44.932447,,,,,,,0,
12595,5502580,WI,Clayton School District,-92.171495,45.33219,,,,,,,0,
12600,5502610,WI,Clear Lake School District,-92.270501,45.24069,,,,,,,0,
12605,5502640,WI,Clinton Community School District,-88.86516,42.55931,,,,,,,0,
12613,5502670,WI,Clintonville School District,-88.755199,44.634143,,,,,,,0,
12617,5502700,WI,Cochrane-Fountain City School District,-91.780563,44.191004,,,,,,,0,
12622,5502730,WI,Colby School District,-90.319435,44.91105,,,,,,,0,
12627,5502760,WI,Coleman School District,-88.032795,45.06632,,,,,,,0,
12632,5502790,WI,Colfax School District,-91.72415,45.001411,,,,,,,0,
12637,5502820,WI,Columbus School District,-89.018471,43.336877,,,,,,,0,
12642,5502880,WI,Cornell School District,-91.14608,45.167905,,,,,,,0,
12650,5502910,WI,Crandon School District,-88.926573,45.571814,,,,,,,0,
12654,5502970,WI,Crivitz School District,-88.000695,45.22467,,,,,,,0,
12659,5503030,WI,Cuba City School District,-90.435827,42.606395,,,,,,,0,
12664,5503060,WI,Cudahy School District,-87.873947,42.936118,,,,,,,0,
12669,5503090,WI,Cumberland School District,-92.031501,45.52903,,,,,,,0,
12674,5513170,WI,D C Everest Area School District,-89.592769,44.89968,,,,,,,0,
12679,5503150,WI,Darlington Community School District,-90.125873,42.66271,,,,,,,0,
12687,5503180,WI,De Forest Area School District,-89.335513,43.247703,,,,,,,0,
12691,5503210,WI,De Pere School District,-88.042338,44.441673,,,,,,,0,
12696,5503240,WI,De Soto Area School District,-91.195793,43.428601,,,,,,,0,
12701,5503270,WI,Deerfield Community School District,-89.08005,43.046556,,,,,,,0,
12706,5503640,WI,Delavan-Darien School District,-88.658703,42.627952,,,,,,,0,
12711,5503660,WI,Denmark School District,-87.826776,44.354593,,,,,,,0,
12716,5507260,WI,Dodgeland School District,-88.716154,43.402844,,,,,,,0,
12725,5503690,WI,Dodgeville School District,-90.143805,42.96687,,,,,,,0,
12729,5503750,WI,Dover #1 School District,-88.108277,42.684613,,,,,,,0,
12734,5503810,WI,Drummond Area School District,-91.258,46.33629,,,,,,,0,
12739,5503840,WI,Durand-Arkansaw School District,-91.963786,44.627716,,,,,,,0,
12744,5504020,WI,East Troy Community School District,-88.409815,42.787252,,,,,,,0,
12749,5504050,WI,Eau Claire Area School District,-91.49603,44.811428,,,,,,,0,
12754,5504080,WI,Edgar School District,-89.96399,44.921015,,,,,,,0,
12755,5504110,WI,Edgerton School District,-89.073068,42.841671,,,,,,,0,
12756,5504170,WI,Elcho School District,-89.184045,45.43865,,,,,,,0,
12757,5504200,WI,Eleva-Strum School District,-91.419591,44.562274,,,,,,,0,
12758,5504230,WI,Elk Mound Area School District,-91.684347,44.874347,,,,,,,0,
12759,5504260,WI,Elkhart Lake-Glenbeulah School District,-88.01395,43.832055,,,,,,,0,
12760,5504290,WI,Elkhorn Area School District,-88.53939,42.672338,,,,,,,0,
12761,5504320,WI,Ellsworth Community School District,-92.479811,44.72596,,,,,,,0,
12762,5501770,WI,Elmbrook School District,-88.12834,43.05761,,,,,,,0,
12763,5504350,WI,Elmwood School District,-92.153752,44.777729,,,,,,,0,
12764,5504410,WI,Erin School District,-88.381011,43.251704,,,,,,,0,
12765,5504440,WI,Evansville Community School District,-89.303745,42.773191,,,,,,,0,
12766,5504500,WI,Fall Creek School District,-91.273238,44.759773,,,,,,,0,
12767,5504530,WI,Fall River School District,-89.04283,43.38652,,,,,,,0,
12768,5504590,WI,Fennimore Community School District,-90.657821,42.983511,,,,,,,0,
12769,5514970,WI,Flambeau School District,-90.992374,45.482176,,,,,,,0,
12770,5504650,WI,Florence County School District,-88.251995,45.923565,,,,,,,0,
12771,5504680,WI,Fond du Lac School District,-88.44993,43.769393,,,,,,,0,
12772,5504720,WI,Fontana J8 School District,-88.584917,42.547323,,,,,,,0,
12773,5504740,WI,Fort Atkinson School District,-88.83966,42.919703,,,,,,,0,
12774,5504800,WI,Fox Point J2 School District,-87.90598,43.149455,,,,,,,0,
12775,5504830,WI,Franklin Public School District,-88.018613,42.894315,,,,,,,0,
12776,5504860,WI,Frederic School District,-92.45571,45.669827,,,,,,,0,
12777,5504920,WI,Freedom Area School District,-88.25126,44.383434,,,,,,,0,
12778,5504960,WI,Galesville-Ettrick-Trempealeau School District,-91.354895,44.08019,,,,,,,0,
12779,5505100,WI,Geneva J4 School District,-88.482287,42.585802,,,,,,,0,
12780,5505130,WI,Genoa City J2 School District,-88.363875,42.53532,,,,,,,0,
12781,5505160,WI,Germantown School District,-88.081098,43.2071,,,,,,,0,
12782,5505220,WI,Gibraltar Area School District,-87.230819,45.12653,,,,,,,0,
12783,5505250,WI,Gillett School District,-88.30911,44.88918,,,,,,,0,
12784,5505280,WI,Gilman School District,-90.807761,45.168791,,,,,,,0,
12785,5505370,WI,Gilmanton School District,-91.676987,44.46817,,,,,,,0,
12786,5505460,WI,Glendale-River Hills School District,-87.944576,43.134742,,,,,,,0,
12787,5505520,WI,Glenwood City School District,-92.157428,45.053984,,,,,,,0,
12788,5505580,WI,Goodman-Armstrong Creek School District,-88.354385,45.630195,,,,,,,0,
12789,5505610,WI,Grafton School District,-87.941731,43.320287,,,,,,,0,
12790,5505640,WI,Granton Area School District,-90.462296,44.592433,,,,,,,0,
12791,5505670,WI,Grantsburg School District,-92.67592,45.774658,,,,,,,0,
12101,5505820,WI,Green Bay Area Public School District,-88.01007,44.5128,,,,,,,0,
12105,5505880,WI,Green Lake School District,-88.962115,43.848,,,,,,,0,
12107,5505910,WI,Greendale School District,-87.99678,42.935962,,,,,,,0,
12109,5505940,WI,Greenfield School District,-87.985996,42.956447,,,,,,,0,
12112,5505970,WI,Greenwood School District,-90.596805,44.76596,,,,,,,0,
12114,5500056,WI,Gresham School District,-88.78294,44.846104,,,,,,,0,
12117,5506030,WI,Hamilton School District,-88.187484,43.128678,,,,,,,0,
12120,5506090,WI,Hartford J1 School District,-88.385091,43.318148,,,,,,,0,
12125,5506120,WI,Hartford UHS School District,-88.38733,43.306635,,,,,,,0,
12139,5506140,WI,Hartland-Lakeside J3 School District,-88.33458,43.08435,,,,,,,0,
12145,5506270,WI,Hayward Community School District,-91.489586,46.015445,,,,,,,0,
12151,5500075,WI,Herman-Neosho-Rubicon School District,-88.513309,43.310362,,,,,,,0,
12157,5506420,WI,Highland School District,-90.377112,43.052351,,,,,,,0,
12163,5506450,WI,Hilbert School District,-88.16161,44.14002,,,,,,,0,
12168,5506480,WI,Hillsboro School District,-90.342114,43.654647,,,,,,,0,
12171,5506540,WI,Holmen School District,-91.280091,43.970387,,,,,,,0,
