ObjectID,district_id,state,district_name,longitude,latitude,new_student_cases,cumulative_student_cases,new_staff_cases,cumulative_staff_cases,other_new,other_cumulative,total_all,Link
3643,1742570,IL,Willow Springs SD 108,-87.865068,41.738616,,,,,,,0,
3644,1742600,IL,Wilmette SD 39,-87.743095,42.074518,,,,,,,0,
3645,1742630,IL,Wilmington CUSD 209U,-88.131361,41.302146,,,,,,,0,
3646,1742660,IL,Winchester CUSD 1,-90.460263,39.62632,,,,,,,0,
3647,1742690,IL,Windsor CUSD 1,-88.601052,39.442401,,,,,,,0,
3648,1742720,IL,Winfield SD 34,-88.158387,41.868615,,,,,,,0,
3649,1742790,IL,Winnebago CUSD 323,-89.233215,42.269961,,,,,,,0,
3650,1742840,IL,Winnetka SD 36,-87.749683,42.104875,,,,,,,0,
3651,1742900,IL,Winthrop Harbor SD 1,-87.836285,42.485031,,,,,,,0,
3652,1742960,IL,Wolf Branch SD 113,-89.995891,38.555922,,,,,,,0,
3653,1743020,IL,Wood Dale SD 7,-87.978875,41.971534,,,,,,,0,
3654,1743050,IL,Wood River-Hartford ESD 15,-90.08829,38.861988,,,,,,,0,
3655,1743110,IL,Woodland CCSD 50,-87.962158,42.377312,,,,,,,0,
3656,1738070,IL,Woodland CUSD 5,-88.817651,41.061632,,,,,,,0,
3657,1701422,IL,Woodlawn Unit School District 209,-89.034965,38.332168,,,,,,,0,
3658,1717040,IL,Woodridge SD 68,-88.040361,41.741285,,,,,,,0,
3659,1743330,IL,Woodstock CUSD 200,-88.428472,42.350534,,,,,,,0,
3104,1743380,IL,Worth SD 127,-87.779765,41.688033,,,,,,,0,
3174,1743960,IL,Yorkville CUSD 115,-88.445924,41.659475,,,,,,,0,
3230,1743800,IL,Zeigler-Royalton CUSD 188,-89.052615,37.90096,,,,,,,0,
3247,1743860,IL,Zion ESD 6,-87.850433,42.443375,,,,,,,0,
3248,1743890,IL,Zion-Benton Twp HSD 126,-87.866264,42.455983,,,,,,,0,
3249,1800060,IN,Adams Central Community Schools,-84.942863,40.745023,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3252,1800120,IN,Alexandria Community School Corp,-85.672993,40.262699,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3254,1800150,IN,Anderson Community School Corp,-85.698454,40.126343,,1,,,,,1,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3259,1800180,IN,Argos Community Schools,-86.24966,41.240775,,13,,2,,,15,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3265,1800210,IN,Attica Consolidated School Corp,-87.253307,40.279785,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3280,1800270,IN,Avon Community School Corp,-86.394755,39.762261,,1,,,,,1,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3286,1800330,IN,Barr-Reeve Community Schools Inc,-87.049586,38.663623,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3298,1800360,IN,Bartholomew Con School Corp,-85.904615,39.211046,,2,,,,,2,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3306,1800390,IN,Batesville Community School Corp,-85.228227,39.307707,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3314,1800420,IN,Baugo Community Schools,-86.024933,41.635482,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3409,1800450,IN,Beech Grove City Schools,-86.078324,39.711327,,1,,,,,1,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3419,1800480,IN,Benton Community School Corp,-87.32158,40.61865,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3430,1800570,IN,Blackford County Schools,-85.38292,40.421573,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3435,1800600,IN,Bloomfield School District,-86.945705,39.024212,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3442,1800009,IN,Blue River Career Programs,-85.78697,39.512093,,,,,,,0,
3449,1800660,IN,Blue River Valley Schools,-85.385215,40.004505,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3534,1800900,IN,Bremen Public Schools,-86.15196,41.443063,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3535,1800960,IN,Brown County School Corporation,-86.243155,39.206445,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3539,1801020,IN,Brownsburg Community School Corp,-86.389072,39.839206,,1,,,,,1,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3545,1801060,IN,C A Beard Memorial School Corp,-85.542502,39.793926,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3551,1801170,IN,Cannelton City Schools,-86.744666,37.910873,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3557,1801200,IN,Carmel Clay Schools,-86.08189,39.978425,,27,,1,,,28,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3564,1801290,IN,Carroll Consolidated School Corp,-86.515194,40.54773,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3572,1801410,IN,Caston School Corporation,-86.264945,40.943665,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3577,1801440,IN,Center Grove Community School Corp,-86.190524,39.577798,,3,,,,,3,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3583,1801560,IN,Centerville-Abington Com Schs,-85.001317,39.812204,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3589,1801710,IN,Central Noble Com School Corp,-85.422238,41.395613,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3595,1801890,IN,Clark-Pleasant Community Sch Corp,-86.07997,39.550843,,2,,,,,2,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3660,1801920,IN,Clarksville Community School Corp,-85.766673,38.301565,,1,,,,,1,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3661,1800840,IN,Clay Community Schools,-87.125396,39.51341,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3663,1802130,IN,Clinton Central School Corporation,-86.395189,40.326653,,9,,1,,,10,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3665,1802160,IN,Clinton Prairie School Corporation,-86.590417,40.251846,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3671,1802220,IN,Cloverdale Community Schools,-86.787684,39.51081,,1,,,,,1,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3674,1803660,IN,Community Schools of Frankfort,-86.48214,40.278897,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3677,1802400,IN,Concord Community Schools,-85.927907,41.637164,,,,1,,,1,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3679,1802430,IN,Covington Community School Corp,-87.395,40.143917,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3682,1807020,IN,Cowan Community School Corp,-85.393732,40.107676,,,,1,,,1,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3691,1802440,IN,Crawford County Community Sch Corp,-86.35241,38.321832,,,,1,,,1,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3696,1802460,IN,Crawfordsville Community Schools,-86.8885,40.045377,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3701,1812060,IN,Crothersville Community Schools,-85.836434,38.796315,,,,1,,,1,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3706,1802490,IN,Crown Point Community School Corp,-87.362702,41.420317,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3711,1802520,IN,Culver Community Schools Corp,-86.424088,41.222702,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3776,1809840,IN,Daleville Community Schools,-85.555305,40.119653,,,,1,,,1,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3778,1802550,IN,Danville Community School Corp,-86.542346,39.758947,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3781,1802610,IN,Decatur County Community Schools,-85.470104,39.35753,,1,,,,,1,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3785,1801590,IN,DeKalb Co Ctl United Sch Dist,-85.036186,41.40968,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3788,1803060,IN,DeKalb Co Eastern Com Sch Dist,-84.8682,41.431227,,1,,1,,,2,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3792,1802660,IN,Delaware Community School Corp,-85.349255,40.277787,,1,,,,,1,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3796,1802700,IN,Delphi Community School Corp,-86.66563,40.576413,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3800,1802800,IN,Duneland School Corporation,-87.059152,41.609219,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3804,1802850,IN,East Allen County Schools,-85.011797,41.066537,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3866,1802940,IN,East Gibson School Corporation,-87.350785,38.33066,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3872,1802970,IN,East Noble School Corporation,-85.266233,41.441237,,,,2,,,2,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3875,1809000,IN,East Porter County School Corp,-87.018567,41.313643,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3878,1803000,IN,East Washington School Corp,-86.003093,38.512268,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3881,1803030,IN,Eastbrook Community Sch Corp,-85.503606,40.548199,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3884,1803090,IN,Eastern Greene Schools,-86.742045,39.04363,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3887,1803120,IN,Eastern Hancock Co Com Sch Corp,-85.609662,39.822811,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3890,1803150,IN,Eastern Howard School Corporation,-85.96865,40.477923,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3893,1807110,IN,Eastern Pulaski Community Sch Corp,-86.59803,41.046588,,1,,,,,1,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3896,1803240,IN,Edinburgh Community School Corp,-85.969763,39.352876,,2,,,,,2,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3943,1800119,IN,Edison Learning Roosevelt,-87.345276,41.574309,,,,,,,0,
3945,1803270,IN,Elkhart Community Schools,-86.016483,41.69539,,1,,1,,,2,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3947,1803300,IN,Elwood Community School Corp,-85.842767,40.292078,,1,,2,,,3,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3948,1803330,IN,Eminence Community School Corp,-86.641525,39.521895,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3949,1803450,IN,Evansville Vanderburgh School Corp,-87.563289,37.972514,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3950,1803480,IN,Fairfield Community Schools,-85.770125,41.519828,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3951,1803510,IN,Fayette County School Corporation,-85.165178,39.632262,,,,2,,,2,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3952,1803570,IN,Flat Rock-Hawcreek School Corp,-85.770634,39.292579,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3953,1803630,IN,Fort Wayne Community Schools,-85.13772,41.074379,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3954,1803690,IN,Franklin Community School Corp,-86.063406,39.490077,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3955,1803700,IN,Franklin County Community Sch Corp,-85.010823,39.425393,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3956,1803750,IN,Franklin Township Com Sch Corp,-86.018593,39.678677,,,,1,,,1,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3957,1812880,IN,Frankton-Lapel Community Schools,-85.822875,40.149165,,1,,1,,,2,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3958,1803780,IN,Fremont Community Schools,-84.934655,41.73168,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3959,1803810,IN,Frontier School Corporation,-86.867604,40.664562,,1,,,,,1,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3960,1803840,IN,Garrett-Keyser-Butler Com Sch Corp,-85.12691,41.348432,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3961,1803870,IN,Gary Community School Corp,-87.365985,41.58764,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3962,1803930,IN,Goshen Community Schools,-85.826144,41.580674,,2,,5,,,7,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3963,1803960,IN,Greater Jasper Consolidated Schs,-86.951885,38.40077,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3964,1803990,IN,Greencastle Community School Corp,-86.838779,39.641224,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3965,1804050,IN,Greenfield-Central Com Schools,-85.771253,39.786381,,2,,,,,2,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3966,1804080,IN,Greensburg Community Schools,-85.502713,39.352624,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3967,1804110,IN,Greenwood Community Sch Corp,-86.116495,39.605651,,1,,,,,1,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3968,1804170,IN,Griffith Public Schools,-87.434863,41.532105,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3969,1804230,IN,Hamilton Community Schools,-84.918169,41.522757,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3970,1804260,IN,Hamilton Heights School Corp,-86.017355,40.174855,,5,,1,,,6,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3971,1810650,IN,Hamilton Southeastern Schools,-85.994331,39.984752,,2,,9,,,11,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3972,1804350,IN,Hanover Community School Corp,-87.421535,41.373785,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3973,1804770,IN,Indianapolis Public Schools,-86.154595,39.777235,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3974,1804800,IN,Jac-Cen-Del Community Sch Corp,-85.293594,39.135753,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3975,1804980,IN,Jay School Corporation,-85.00581,40.431787,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3976,1805190,IN,Jennings County School Corporation,-85.628916,39.003639,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3977,1809120,IN,John Glenn School Corporation,-86.47927,41.458273,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3978,1805280,IN,Kankakee Valley School Corp,-87.054015,41.190895,,1,,,,,1,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3103,1805340,IN,Knox Community School Corp,-86.62491,41.285898,,,,1,,,1,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3176,1805370,IN,Kokomo School Corporation,-86.133734,40.468771,,2,,,,,2,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3245,1805400,IN,Lafayette School Corporation,-86.871777,40.420897,,1,,1,,,2,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3263,1805450,IN,Lake Central School Corporation,-87.470427,41.468562,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3273,1805460,IN,Lake Ridge New Tech Schools,-87.411335,41.549333,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3282,1802910,IN,Lake Station Community Schools,-87.244484,41.572864,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3291,1805520,IN,Lakeland School Corporation,-85.410852,41.652263,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3295,1803720,IN,Lanesville Community School Corp,-85.990381,38.240263,,3,,,,,3,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3303,1805700,IN,Lawrenceburg Community School Corp,-84.853926,39.098338,,1,,,,,1,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3311,1805790,IN,Lebanon Community School Corp,-86.461434,40.061719,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3405,1810680,IN,Lewis Cass Schools,-86.242593,40.660208,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3415,1805880,IN,Liberty-Perry Community Sch Corp,-85.277475,40.18944,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3422,1805910,IN,Linton-Stockton School Corporation,-87.164905,39.04152,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3429,1806030,IN,Logansport Community Sch Corp,-86.329545,40.756683,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3431,1806060,IN,Loogootee Community Sch Corp,-86.91408,38.67736,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3438,1800720,IN,M S D Bluffton-Harrison,-85.16507,40.721007,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3445,1800750,IN,M S D Boone Township,-87.195903,41.313659,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3452,1805670,IN,M S D Lawrence Township,-85.973178,39.877344,,,,2,,,2,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3530,1806510,IN,M S D Martinsville Schools,-86.43744,39.42967,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3537,1807290,IN,M S D Mount Vernon,-87.906873,37.929273,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3543,1807950,IN,M S D North Posey Co Schools,-87.784475,38.172621,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3549,1807470,IN,M S D of New Durham Township,-86.889787,41.543284,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3555,1808910,IN,M S D Pike Township,-86.259827,39.878725,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3562,1811100,IN,M S D Steuben County,-84.998087,41.631919,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3581,1812180,IN,M S D Wabash County Schools,-85.848846,40.827589,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3587,1806080,IN,M S D Warren County,-87.293948,40.287183,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3593,1812360,IN,M S D Warren Township,-86.008611,39.781545,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3662,1812720,IN,M S D Washington Township,-86.124475,39.911921,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3664,1812810,IN,M S D Wayne Township,-86.270433,39.749717,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3667,1806090,IN,Maconaquah School Corp,-86.059215,40.651942,,4,,1,,,5,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
