district_id,state,district_name,longitude,latitude,new_student_cases,cumulative_student_cases,new_staff_cases,cumulative_staff_cases,other_new,other_cumulative,Link
1727840,IL,Neoga CUSD 3,-88.453855,39.32181,,,,,,,
1727930,IL,Nettle Creek CCSD 24C,-88.511501,41.411273,,,,,,,
1727960,IL,New Athens CUSD 60,-89.868223,38.318229,,,,,,,
1727990,IL,New Berlin CUSD 16,-89.914624,39.72928,,,,,,,
1700103,IL,New Holland-Middletown ED 88,-89.585744,40.09959,,,,,,,
1728110,IL,New Hope CCSD 6,-88.36855,38.317583,,,,,,,
1728140,IL,New Lenox SD 122,-87.965807,41.511548,,,,,,,
1728160,IL,New Simpson Hill SD 32,-88.831248,37.513592,,,,,,,
1728200,IL,New Trier Twp HSD 203,-87.766183,42.09009,,,,,,,
1728270,IL,Newark CCSD 66,-88.577818,41.542397,,,,,,,
1728260,IL,Newark CHSD 18,-88.578369,41.541547,,,,,,,
1728500,IL,Niles ESD 71,-87.799424,42.026354,,,,,,,
1728530,IL,Niles Twp HSD 219,-87.772425,42.020903,,,,,,,
1700222,IL,Nippersink SD 2,-88.278933,42.443618,,,,,,,
1728560,IL,Nokomis CUSD 22,-89.29526,39.305072,,,,,,,
1728650,IL,Norridge SD 80,-87.831293,41.965233,,,,,,,
1700004,IL,Norris City-Omaha-Enfield CUSD 3,-88.32662,37.98039,,,,,,,
1728700,IL,North Boone CUSD 200,-88.817744,42.407871,,,,,,,
1700110,IL,North Chicago SD 187,-87.856504,42.322824,,,,,,,
1728810,IL,North Clay CUSD 25,-88.50682,38.77043,,,,,,,
1742240,IL,North Greene CUSD 3,-90.401144,39.436924,,,,,,,
1701403,IL,North Mac CUSD 34,-89.780646,39.450306,,,,,,,
1728890,IL,North Palos SD 117,-87.813794,41.704053,,,,,,,
1700119,IL,North Shore SD 112,-87.804506,42.187619,,,,,,,
1740680,IL,North Wamac SD 186,-89.145905,38.512001,,,,,,,
1710240,IL,North Wayne CUSD 200,-88.43479,38.51454,,,,,,,
1717850,IL,Northbrook ESD 27,-87.879731,42.129158,,,,,,,
1728980,IL,Northbrook SD 28,-87.816497,42.125432,,,,,,,
1724420,IL,Northbrook/Glenview SD 30,-87.829397,42.109491,,,,,,,
1729010,IL,Northfield Twp HSD 225,-87.850193,42.087564,,,,,,,
1730540,IL,Northwestern CUSD 2,-89.993474,39.446356,,,,,,,
1729040,IL,Norwood ESD 63,-89.697165,40.699103,,,,,,,
1729760,IL,O Fallon CCSD 90,-89.910031,38.593258,,,,,,,
1729790,IL,O Fallon Twp HSD 203,-89.902493,38.58667,,,,,,,
1729100,IL,Oak Grove SD 68 Bartonville,-89.688589,40.637428,,,,,,,
1729130,IL,Oak Grove SD 68 Green Oaks,-87.913524,42.302117,,,,,,,
1729220,IL,Oak Lawn CHSD 229,-87.767936,41.72032,,,,,,,
1729190,IL,Oak Lawn-Hometown SD 123,-87.727217,41.72341,,,,,,,
1729280,IL,Oak Park - River Forest SD 200,-87.788035,41.890219,,,,,,,
1729250,IL,Oak Park ESD 97,-87.782309,41.879973,,,,,,,
1729310,IL,Oakdale CCSD 1,-89.502181,38.2615,,,,,,,
1729340,IL,Oakland CUSD 5,-88.021539,39.657414,,,,,,,
1710800,IL,Oakwood CUSD 76,-87.713759,40.122418,,,,,,,
1729420,IL,Oblong CUSD 4,-87.90687,39.001355,,,,,,,
1729520,IL,Odell CCSD 435,-88.519902,41.002662,,,,,,,
1701404,IL,Odin PSD 722,-89.055574,38.616206,,,,,,,
1729670,IL,Oglesby ESD 125,-89.070473,41.30525,,,,,,,
1729700,IL,Ohio CCSD 17,-89.45886,41.557045,,,,,,,
1729730,IL,Ohio CHSD 505,-89.45886,41.557045,,,,,,,
1700223,IL,Okaw Valley CUSD 302,-88.7409,39.64638,,,,,,,
1729890,IL,Olympia CUSD 16,-89.249375,40.398595,,,,,,,
1705570,IL,Opdyke-Belle-Rive CCSD 5,-88.79061,38.263505,,,,,,,
1730060,IL,Orangeville CUSD 203,-89.64261,42.467687,,,,,,,
1730160,IL,Oregon CUSD 220,-89.340602,42.013316,,,,,,,
1730200,IL,Orion CUSD 223,-90.379445,41.351057,,,,,,,
1730220,IL,Orland SD 135,-87.848492,41.615483,,,,,,,
1730300,IL,Ottawa ESD 141,-88.844498,41.345814,,,,,,,
1730330,IL,Ottawa Twp HSD 140,-88.83765,41.345733,,,,,,,
1730420,IL,Palatine CCSD 15,-88.036312,42.120527,,,,,,,
1730480,IL,Palestine CUSD 3,-87.612726,39.00278,,,,,,,
1730600,IL,Palos CCSD 118,-87.835947,41.674509,,,,,,,
1730570,IL,Palos Heights SD 128,-87.768667,41.658481,,,,,,,
1730630,IL,Pana CUSD 8,-89.085615,39.388465,,,,,,,
1730660,IL,Panhandle CUSD 2,-89.571704,39.325302,,,,,,,
1701397,IL,Paris Cooperative High School,-87.70452,39.647199,,,,,,,
1730780,IL,Paris CUSD 4,-87.671989,39.606588,,,,,,,
1730750,IL,Paris-Union SD 95,-87.690465,39.612206,,,,,,,
1730810,IL,Park Forest SD 163,-87.681272,41.477251,,,,,,,
1730840,IL,Park Ridge CCSD 64,-87.832283,42.008359,,,,,,,
1730870,IL,Patoka CUSD 100,-89.086182,38.764974,,,,,,,
1722350,IL,Paw Paw CUSD 271,-88.981213,41.687615,,,,,,,
1730930,IL,Pawnee CUSD 11,-89.576971,39.592666,,,,,,,
1707650,IL,Paxton-Buckley-Loda CUD 10,-88.096257,40.459646,,,,,,,
1730990,IL,Payson CUSD 1,-91.248158,39.818191,,,,,,,
1731020,IL,Pearl City CUSD 200,-89.828835,42.266655,,,,,,,
1731050,IL,Pecatonica CUSD 321,-89.358635,42.309555,,,,,,,
1731110,IL,Pekin CSD 303,-89.619335,40.565607,,,,,,,
1731080,IL,Pekin PSD 108,-89.645678,40.564915,,,,,,,
1731140,IL,Pembroke CCSD 259,-87.58188,41.06849,,,,,,,
1731200,IL,Pennoyer SD 79,-87.837523,41.974287,,,,,,,
1731270,IL,Peoria Heights CUSD 325,-89.586825,40.746523,,,,,,,
1731230,IL,Peoria SD 150,-89.583944,40.726542,,,,,,,
1731290,IL,Peotone CUSD 207U,-87.793092,41.330914,,,,,,,
1731380,IL,Peru ESD 124,-89.139892,41.337156,,,,,,,
1731710,IL,Pikeland CUSD 10,-90.806059,39.601632,,,,,,,
1731620,IL,Pinckneyville CHSD 101,-89.375593,38.079644,,,,,,,
1700009,IL,Pinckneyville SD 50,-89.385171,38.079585,,,,,,,
1731740,IL,Plainfield SD 202,-88.192025,41.596684,,,,,,,
1731770,IL,Plano CUSD 88,-88.53247,41.656706,,,,,,,
1731890,IL,Pleasant Hill CUSD 3,-90.871803,39.444495,,,,,,,
1731860,IL,Pleasant Hill SD 69,-89.652745,40.675152,,,,,,,
1731920,IL,Pleasant Plains CUSD 8,-89.925166,39.874432,,,,,,,
1731950,IL,Pleasant Valley SD 62,-89.645648,40.728963,,,,,,,
1732040,IL,Pleasantdale SD 107,-87.896415,41.754287,,,,,,,
1732100,IL,Polo CUSD 222,-89.568953,41.985999,,,,,,,
1732160,IL,Pontiac CCSD 429,-88.617534,40.882951,,,,,,,
1732220,IL,Pontiac Twp HSD 90,-88.61871,40.888432,,,,,,,
1732190,IL,Pontiac-W Holliday SD 105,-89.97474,38.585418,,,,,,,
1732280,IL,Pope Co CUD 1,-88.520299,37.365524,,,,,,,
1731410,IL,Porta CUSD 202,-89.85253,40.011135,,,,,,,
1732370,IL,Posen-Robbins ESD 143-5,-87.687793,41.637971,,,,,,,
1732090,IL,Potomac CUSD 10,-87.789528,40.304046,,,,,,,
1700005,IL,Prairie Central CUSD 8,-88.506835,40.751903,,,,,,,
1732490,IL,Prairie Du Rocher CCSD 134,-90.094552,38.079816,,,,,,,
1732520,IL,Prairie Grove CSD 46,-88.262343,42.258312,,,,,,,
1732550,IL,Prairie Hill CCSD 133,-88.987986,42.465684,,,,,,,
1724720,IL,Prairie-Hills ESD 144,-87.691703,41.593479,,,,,,,
1700330,IL,Prairieview-Ogden CCSD 197,-87.971374,40.19328,,,,,,,
1732670,IL,Princeton ESD 115,-89.45737,41.381367,,,,,,,
1732700,IL,Princeton HSD 500,-89.460093,41.374324,,,,,,,
1732770,IL,Princeville CUSD 326,-89.754961,40.938984,,,,,,,
1732830,IL,Prophetstown-Lyndon-Tampico CUSD3,-89.941895,41.676,,,,,,,
1732850,IL,Prospect Heights SD 23,-87.94652,42.108396,,,,,,,
1732910,IL,Proviso Twp HSD 209,-87.832597,41.865109,,,,,,,
1732960,IL,Putnam County CUSD 535,-89.22242,41.264847,,,,,,,
1732970,IL,Queen Bee SD 16,-88.083633,41.916159,,,,,,,
1733000,IL,Quincy SD 172,-91.393059,39.931802,,,,,,,
1729940,IL,R O W V A CUSD 208,-90.227105,41.07496,,,,,,,
1733030,IL,Raccoon Cons SD 1,-88.978849,38.519392,,,,,,,
1733090,IL,Ramsey CUSD 204,-89.114212,39.141178,,,,,,,
1733120,IL,Rankin CSD 98,-89.645013,40.517548,,,,,,,
1733210,IL,Rantoul City SD 137,-88.153995,40.306895,,,,,,,
1733240,IL,Rantoul Township HSD 193,-88.150574,40.30885,,,,,,,
1733270,IL,Reavis Twp HSD 220,-87.772023,41.752295,,,,,,,
1733300,IL,Red Bud CUSD 132,-89.995496,38.204771,,,,,,,
1722130,IL,Red Hill CUSD 10,-87.759385,38.71444,,,,,,,
1733380,IL,Reed Custer CUSD 255U,-88.207595,41.257709,,,,,,,
1733390,IL,Rhodes SD 84-5,-87.846585,41.922711,,,,,,,
1733420,IL,Rich Twp HSD 227,-87.733491,41.516662,,,,,,,
1713290,IL,Richland County CUSD 1,-88.073319,38.733828,,,,,,,
1733450,IL,Richland GSD 88A,-88.12934,41.566081,,,,,,,
1733510,IL,Richmond-Burton CHSD 157,-88.278933,42.443618,,,,,,,
1733690,IL,Ridgeland SD 122,-87.782678,41.719583,,,,,,,
1700109,IL,Ridgeview CUSD 19,-88.612848,40.563483,,,,,,,
1733720,IL,Ridgewood CHSD 234,-87.814883,41.961098,,,,,,,
1733750,IL,Riley CCSD 18,-88.632626,42.192311,,,,,,,
1733950,IL,River Bend CUSD 2,-90.166687,41.86588,,,,,,,
1733810,IL,River Forest SD 90,-87.818901,41.888312,,,,,,,
1733840,IL,River Grove SD 85-5,-87.836722,41.92806,,,,,,,
1700001,IL,River Ridge CUSD 210,-90.274384,42.310198,,,,,,,
1733870,IL,River Trails SD 26,-87.897621,42.080606,,,,,,,
1733930,IL,Riverdale CUSD 100,-90.267619,41.616328,,,,,,,
1733990,IL,Riverside SD 96,-87.803205,41.830741,,,,,,,
1734020,IL,Riverside-Brookfield Twp SD 208,-87.830428,41.827738,,,,,,,
1734100,IL,Riverton CUSD 14,-89.53956,39.85011,,,,,,,
1734110,IL,Riverview CCSD 2,-89.522258,40.794996,,,,,,,
1734140,IL,Roanoke Benson CUSD 60,-89.198565,40.79787,,,,,,,
1734170,IL,Robein SD 85,-89.508485,40.687801,,,,,,,
1734230,IL,Robinson CUSD 2,-87.738725,39.001295,,,,,,,
1734260,IL,Rochelle CCSD 231,-89.07892,41.941088,,,,,,,
1734290,IL,Rochelle Twp HSD 212,-89.07892,41.941088,,,,,,,
1734320,IL,Rochester CUSD 3A,-89.538434,39.750665,,,,,,,
1734350,IL,Rock Falls ESD 13,-89.691313,41.776399,,,,,,,
1734380,IL,Rock Falls Twp HSD 301,-89.706043,41.779623,,,,,,,
1734410,IL,Rock Island SD 41,-90.570141,41.506227,,,,,,,
1734470,IL,Rockdale SD 84,-88.116804,41.506971,,,,,,,
1734510,IL,Rockford SD 205,-89.081626,42.262289,,,,,,,
1734440,IL,Rockridge CUSD 300,-90.76532,41.386992,,,,,,,
1734540,IL,Rockton SD 140,-89.05708,42.455646,,,,,,,
1734590,IL,Rome CCSD 2,-88.940261,38.439843,,,,,,,
1734620,IL,Rondout SD 72,-87.90459,42.278074,,,,,,,
1734650,IL,Rooks Creek CCSD 425,-88.77524,40.8787,,,,,,,
1734710,IL,Roselle SD 12,-88.077273,41.973168,,,,,,,
1734770,IL,Rosemont ESD 78,-87.870964,41.9896,,,,,,,
1734870,IL,Rossville-Alvin CUSD 7,-87.670177,40.381605,,,,,,,
1734990,IL,Round Lake CUSD 116,-88.103116,42.35512,,,,,,,
1735010,IL,Roxana CUSD 1,-90.076625,38.850681,,,,,,,
1735100,IL,Rutland CCSD 230,-88.74894,41.402345,,,,,,,
1735190,IL,Salem CHSD 600,-88.944641,38.636733,,,,,,,
1735160,IL,Salem SD 111,-88.94601,38.64915,,,,,,,
1735220,IL,Salt Creek SD 48,-87.968627,41.869236,,,,,,,
1701418,IL,Salt Fork CUSD 512,-87.709775,40.065195,,,,,,,
1735310,IL,Sandoval CUSD 501,-89.13099,38.61639,,,,,,,
1735340,IL,Sandridge SD 172,-87.545057,41.517858,,,,,,,
1735370,IL,Sandwich CUSD 430,-88.620203,41.639631,,,,,,,
1700324,IL,Sangamon Valley CUSD 9,-89.16444,39.856165,,,,,,,
1735400,IL,Saratoga CCSD 60C,-88.422727,41.400329,,,,,,,
1700065,IL,Saunemin CCSD 438,-88.40968,40.891022,,,,,,,
1735610,IL,Scales Mound CUSD 211,-90.251244,42.475172,,,,,,,
1734740,IL,Schaumburg CCSD 54,-88.066465,42.027905,,,,,,,
1735640,IL,Schiller Park SD 81,-87.8701,41.951261,,,,,,,
1700332,IL,Schuyler-Industry CUSD 5,-90.563673,40.13083,,,,,,,
1706600,IL,Scott-Morgan CUSD 2,-90.536685,39.748795,,,,,,,
1740350,IL,SD 45 DuPage County,-87.984898,41.897871,,,,,,,
1713710,IL,SD U-46,-88.27792,42.037212,,,,,,,
1735770,IL,Selmaville CCSD 10,-88.999893,38.590779,,,,,,,
1735820,IL,Seneca CCSD 170,-88.607434,41.303162,,,,,,,
1735850,IL,Seneca Twp HSD 160,-88.608945,41.311145,,,,,,,
1715880,IL,Serena CUSD 2,-88.734879,41.48605,,,,,,,
1735940,IL,Sesser-Valier CUSD 196,-89.065446,38.081753,,,,,,,
1742990,IL,Shawnee CUSD 84,-89.428401,37.494282,,,,,,,
1736090,IL,Shelbyville CUSD 4,-88.80175,39.406553,,,,,,,
1736180,IL,Sherrard CUSD 200,-90.50274,41.31633,,,,,,,
1700122,IL,Shiloh CUSD 1,-87.860102,39.787927,,,,,,,
1736210,IL,Shiloh Village SD 85,-89.899186,38.556554,,,,,,,
1736240,IL,Shirland CCSD 134,-89.197835,42.444287,,,,,,,
1736330,IL,Signal Hill SD 181,-90.05833,38.575874,,,,,,,
1736360,IL,Silvis SD 34,-90.389728,41.531323,,,,,,,
1736450,IL,Skokie SD 68,-87.742057,42.052235,,,,,,,
1736480,IL,Skokie SD 69,-87.753647,42.032019,,,,,,,
1710380,IL,Skokie SD 73-5,-87.725677,42.026725,,,,,,,
1736510,IL,Smithton CCSD 130,-89.992155,38.411625,,,,,,,
1736570,IL,Somonauk CUSD 432,-88.689581,41.632843,,,,,,,
1700114,IL,South Central CUD 401,-88.848747,38.768923,,,,,,,
1736640,IL,South Fork SD 14,-89.416265,39.58939,,,,,,,
1736720,IL,South Holland SD 150,-87.596028,41.586354,,,,,,,
1736750,IL,South Holland SD 151,-87.604013,41.600501,,,,,,,
1736780,IL,South Pekin SD 137,-89.658535,40.49194,,,,,,,
1736840,IL,South Wilmington CCSD 74,-88.275425,41.17344,,,,,,,
1736610,IL,Southeastern CUSD 337,-90.951625,40.230925,,,,,,,
1731500,IL,Southwestern CUSD 9,-90.13936,39.040205,,,,,,,
1736900,IL,Sparta CUSD 140,-89.70415,38.133981,,,,,,,
1736960,IL,Spoon River Valley CUSD 4,-90.157589,40.702521,,,,,,,
1701419,IL,Spring Garden CCSD 178,-88.870511,38.257873,,,,,,,
1737020,IL,Spring Lake CCSD 606,-89.784315,40.514836,,,,,,,
1737050,IL,Spring Valley CCSD 99,-89.208692,41.332147,,,,,,,
1737080,IL,Springfield SD 186,-89.685192,39.799565,,,,,,,
1737120,IL,St Anne CCSD 256,-87.71698,41.02295,,,,,,,
1737140,IL,St Anne CHSD 302,-87.723164,41.020962,,,,,,,
1737170,IL,St Charles CUSD 303,-88.320959,41.910668,,,,,,,
1737230,IL,St Elmo CUSD 202,-88.849833,39.034852,,,,,,,
1737320,IL,St George CCSD 258,-87.776244,41.191718,,,,,,,
1737380,IL,St Joseph CCSD 169,-88.03922,40.113155,,,,,,,
1737410,IL,St Joseph Ogden CHSD 305,-88.03922,40.113155,,,,,,,
1737440,IL,St Libory Cons SD 30,-89.713331,38.361656,,,,,,,
1737470,IL,St Rose SD 14-15,-89.554615,38.68408,,,,,,,
1737490,IL,Stark County CUSD 100,-89.775429,41.065219,,,,,,,
1737590,IL,Staunton CUSD 6,-89.794487,39.018443,,,,,,,
1737650,IL,Steeleville CUSD 138,-89.658697,38.003355,,,,,,,
1737680,IL,Steger SD 194,-87.64103,41.461785,,,,,,,
1701415,IL,STEM Partnership School,-88.346873,41.753773,,,,,,,
1742310,IL,Sterling CUSD 5,-89.69188,41.801608,,,,,,,
1737800,IL,Steward ESD 220,-89.02141,41.84718,,,,,,,
1737830,IL,Stewardson-Strasburg CUD 5A,-88.61749,39.302473,,,,,,,
1737980,IL,Stockton CUSD 206,-90.011277,42.355172,,,,,,,
1700112,IL,Streator ESD 44,-88.83582,41.137736,,,,,,,
1738100,IL,Streator Twp HSD 40,-88.83698,41.126147,,,,,,,
1738130,IL,Sullivan CUSD 300,-88.607606,39.609,,,,,,,
1738190,IL,Summersville SD 79,-88.866312,38.328223,,,,,,,
1738220,IL,Summit Hill SD 161,-87.816748,41.525522,,,,,,,
1704050,IL,Summit SD 104,-87.805962,41.782919,,,,,,,
1738370,IL,Sunnybrook SD 171,-87.540222,41.545763,,,,,,,
1738400,IL,Sunset Ridge SD 29,-87.790184,42.106104,,,,,,,
1738460,IL,Sycamore CUSD 427,-88.687497,41.990037,,,,,,,
1738520,IL,Taft SD 90,-88.05827,41.580754,,,,,,,
1738550,IL,Tamaroa School Dist 5,-89.228765,38.13836,,,,,,,
1738700,IL,Taylorville CUSD 3,-89.300742,39.552713,,,,,,,
1738760,IL,Teutopolis CUSD 50,-88.47348,39.131715,,,,,,,
1738790,IL,Thomasboro CCSD 130,-88.186098,40.239827,,,,,,,
1701382,IL,Thompsonville CUSD 174,-88.765392,37.918565,,,,,,,
1738940,IL,Thornton Fractional Twp HSD 215,-87.558601,41.557404,,,,,,,
1738910,IL,Thornton SD 154,-87.614637,41.570223,,,,,,,
1738970,IL,Thornton Twp HSD 205,-87.605951,41.586332,,,,,,,
1739120,IL,Tolono CUSD 7,-88.257005,39.98743,,,,,,,
1739180,IL,Tonica CCSD 79,-89.061357,41.218463,,,,,,,
1730450,IL,Township HSD 211,-88.077937,42.080938,,,,,,,
1704170,IL,Township HSD 214,-87.974854,42.046105,,,,,,,
1739390,IL,Tremont CUSD 702,-89.49666,40.528263,,,,,,,
1739450,IL,Tri City CUSD 1,-89.413399,39.849342,,,,,,,
1739480,IL,Tri Point CUSD 6-J,-88.23864,40.934715,,,,,,,
1713920,IL,Tri Valley CUSD 3,-88.86752,40.396354,,,,,,,
1737350,IL,Triad CUSD 2,-89.880431,38.731933,,,,,,,
1708250,IL,Trico CUSD 176,-89.549455,37.93039,,,,,,,
1710830,IL,Triopia CUSD 27,-90.373337,39.840673,,,,,,,
1739510,IL,Troy CCSD 30C,-88.223261,41.549666,,,,,,,
1739600,IL,Tuscola CUSD 301,-88.273344,39.795721,,,,,,,
1719080,IL,Twp HSD 113,-87.815478,42.188445,,,,,,,
1739780,IL,Union Ridge SD 86,-87.79843,41.965054,,,,,,,
1739660,IL,Union SD 81,-88.023098,41.4973,,,,,,,
1700321,IL,United CUSD 304,-90.593049,40.905844,,,,,,,
1739870,IL,United Twp HSD 30,-90.433721,41.490127,,,,,,,
1739930,IL,Unity Point CCSD 140,-89.230577,37.670833,,,,,,,
1739960,IL,Urbana SD 116,-88.20729,40.1114,,,,,,,
1738490,IL,V I T CUSD 2,-90.419743,40.356823,,,,,,,
1740070,IL,Valley View CUSD 365U,-88.102865,41.653586,,,,,,,
1740080,IL,Valmeyer CUSD 3,-90.279295,38.3103,,,,,,,
1740140,IL,Vandalia CUSD 203,-89.100336,38.972141,,,,,,,
1740200,IL,Venice CUSD 3,-90.167877,38.661116,,,,,,,
1740290,IL,Vienna HSD 133,-88.893239,37.420449,,,,,,,
1740260,IL,Vienna SD 55,-88.89648,37.41674,,,,,,,
1740320,IL,Villa Grove CUSD 302,-88.160477,39.870414,,,,,,,
1740410,IL,Virginia CUSD 64,-90.217159,39.946504,,,,,,,
1718480,IL,W Harvey-Dixmoor PSD 147,-87.666425,41.607197,,,,,,,
1740470,IL,Wabash CUSD 348,-87.769989,38.419687,,,,,,,
1740530,IL,Wallace CCSD 195,-88.879784,41.413574,,,,,,,
1740620,IL,Waltham CCSD 185,-89.010121,41.361932,,,,,,,
1740650,IL,Waltonville CUSD 1,-89.05047,38.213523,,,,,,,
1740740,IL,Warren CUSD 205,-89.989473,42.494574,,,,,,,
1740800,IL,Warren Twp HSD 121,-87.980993,42.359156,,,,,,,
1740830,IL,Warrensburg-Latham CUSD 11,-89.06948,39.933137,,,,,,,
1740890,IL,Warsaw CUSD 316,-91.429415,40.355097,,,,,,,
1740980,IL,Washington CHSD 308,-89.419552,40.704314,,,,,,,
1741040,IL,Washington SD 52,-89.411015,40.70915,,,,,,,
1741070,IL,Waterloo CUSD 5,-90.148058,38.338816,,,,,,,
1741190,IL,Wauconda CUSD 118,-88.144594,42.269709,,,,,,,
1741250,IL,Waukegan CUSD 60,-87.829612,42.376958,,,,,,,
1741280,IL,Waverly CUSD 6,-89.961961,39.592989,,,,,,,
1741360,IL,Wayne City CUSD 100,-88.58379,38.345417,,,,,,,
1739420,IL,Wesclin CUSD 3,-89.69341,38.567948,,,,,,,
1700310,IL,West Carroll CUSD 314,-89.968033,42.090782,,,,,,,
1700319,IL,West Central CUSD 235,-90.80914,40.850471,,,,,,,
1741550,IL,West Chicago ESD 33,-88.20322,41.871019,,,,,,,
1741600,IL,West Lincoln-Broadwell ESD 92,-89.405498,40.157744,,,,,,,
1741700,IL,West Northfield SD 31,-87.856526,42.116526,,,,,,,
1700314,IL,West Prairie CUSD 103,-90.791157,40.423316,,,,,,,
1741750,IL,West Washington Co CUD 10,-89.55059,38.42967,,,,,,,
1741790,IL,Westchester SD 92-5,-87.871916,41.856163,,,,,,,
1701387,IL,Western CUSD 12,-91.044823,39.697122,,,,,,,
1741820,IL,Western Springs SD 101,-87.898757,41.812806,,,,,,,
1710820,IL,Westville CUSD 2,-87.639218,40.050685,,,,,,,
1742060,IL,Wethersfield CUSD 230,-89.924583,41.227369,,,,,,,
1742210,IL,Wheeling CCSD 21,-87.942041,42.139041,,,,,,,
1742300,IL,Whiteside SD 115,-89.940049,38.539927,,,,,,,
1723730,IL,Will County SD 92,-88.049582,41.605057,,,,,,,
1742450,IL,Williamsfield CUSD 210,-90.02173,40.926668,,,,,,,
1742480,IL,Williamsville CUSD 15,-89.548283,39.948651,,,,,,,
1742510,IL,Willow Grove SD 46,-89.149761,38.521583,,,,,,,
1742570,IL,Willow Springs SD 108,-87.865068,41.738616,,,,,,,
1742600,IL,Wilmette SD 39,-87.743095,42.074518,,,,,,,
1742630,IL,Wilmington CUSD 209U,-88.131361,41.302146,,,,,,,
1742660,IL,Winchester CUSD 1,-90.460263,39.62632,,,,,,,
1742690,IL,Windsor CUSD 1,-88.601052,39.442401,,,,,,,
1742720,IL,Winfield SD 34,-88.158387,41.868615,,,,,,,
1742790,IL,Winnebago CUSD 323,-89.233215,42.269961,,,,,,,
1742840,IL,Winnetka SD 36,-87.749683,42.104875,,,,,,,
1742900,IL,Winthrop Harbor SD 1,-87.836285,42.485031,,,,,,,
1742960,IL,Wolf Branch SD 113,-89.995891,38.555922,,,,,,,
1743020,IL,Wood Dale SD 7,-87.978875,41.971534,,,,,,,
1743050,IL,Wood River-Hartford ESD 15,-90.08829,38.861988,,,,,,,
1743110,IL,Woodland CCSD 50,-87.962158,42.377312,,,,,,,
1738070,IL,Woodland CUSD 5,-88.817651,41.061632,,,,,,,
1701422,IL,Woodlawn Unit School District 209,-89.034965,38.332168,,,,,,,
1717040,IL,Woodridge SD 68,-88.040361,41.741285,,,,,,,
1743330,IL,Woodstock CUSD 200,-88.428472,42.350534,,,,,,,
1743380,IL,Worth SD 127,-87.779765,41.688033,,,,,,,
1743960,IL,Yorkville CUSD 115,-88.445924,41.659475,,,,,,,
1743800,IL,Zeigler-Royalton CUSD 188,-89.052615,37.90096,,,,,,,
1743860,IL,Zion ESD 6,-87.850433,42.443375,,,,,,,
1743890,IL,Zion-Benton Twp HSD 126,-87.866264,42.455983,,,,,,,
1800060,IN,Adams Central Community Schools,-84.942863,40.745023,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1800120,IN,Alexandria Community School Corp,-85.672993,40.262699,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1800150,IN,Anderson Community School Corp,-85.698454,40.126343,0,1,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1800180,IN,Argos Community Schools,-86.24966,41.240775,0,13,0,2,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1800210,IN,Attica Consolidated School Corp,-87.253307,40.279785,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1800270,IN,Avon Community School Corp,-86.394755,39.762261,0,1,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1800330,IN,Barr-Reeve Community Schools Inc,-87.049586,38.663623,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1800360,IN,Bartholomew Con School Corp,-85.904615,39.211046,0,2,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1800390,IN,Batesville Community School Corp,-85.228227,39.307707,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1800420,IN,Baugo Community Schools,-86.024933,41.635482,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1800450,IN,Beech Grove City Schools,-86.078324,39.711327,0,1,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1800480,IN,Benton Community School Corp,-87.32158,40.61865,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1800570,IN,Blackford County Schools,-85.38292,40.421573,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1800600,IN,Bloomfield School District,-86.945705,39.024212,0,0,0,0,,,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
1800009,IN,Blue River Career Programs,-85.78697,39.512093,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
